Chat	Chat
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.Model
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.Model.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.Model.Model.Meshes/ChaosSpirit_Cube.003
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.Model.Model.Meshes/ChaosSpirit_Cube.003.ParticleEmitter
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.Model.Model.Meshes/ChaosSpirit_Cube.008
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftHand.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Handle
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Handle.LeftShoulderAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Handle.Meshes/ChaosSpirit_Cube.020/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Handle.Meshes/ChaosSpirit_Cube.021/Weld
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Model.Meshes/ChaosSpirit_Cube.020
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Model.Meshes/ChaosSpirit_Cube.021
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.Model.Meshes/ChaosSpirit_Cube.021.ParticleEmitter
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.leftShoulder.chest
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rarity
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Handle.Meshes/ChaosSpirit_Cube.004/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Handle.Meshes/ChaosSpirit_Cube.010/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Handle.RightElbowRigAttachment
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Model.Meshes/ChaosSpirit_Cube.004
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.Model.Meshes/ChaosSpirit_Cube.010
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightForearm.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Handle.Meshes/ChaosSpirit_Cube.003/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Handle.Meshes/ChaosSpirit_Cube.008/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Handle.RightWristRigAttachment
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Model
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Model.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Model.Model.Meshes/ChaosSpirit_Cube.003
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Model.Model.Meshes/ChaosSpirit_Cube.003.ParticleEmitter
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.Model.Model.Meshes/ChaosSpirit_Cube.008
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightHand.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Handle.Meshes/ChaosSpirit_Cube.005/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Handle.Meshes/ChaosSpirit_Cube.011/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Handle.RightShoulderAttachment
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Model.Meshes/ChaosSpirit_Cube.005
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Model.Meshes/ChaosSpirit_Cube.005.ParticleEmitter
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.Model.Meshes/ChaosSpirit_Cube.011
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.rightShoulder.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Handle.Meshes/ChaosSpirit_Cube.002/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Handle.Meshes/ChaosSpirit_Cube.012/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Handle.NeckRigAttachment
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model.Meshes/ChaosSpirit_Cube.002
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model.Meshes/ChaosSpirit_Cube.002.ParticleEmitter
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model.Meshes/ChaosSpirit_Cube.002.ParticleEmitter
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model.Meshes/ChaosSpirit_Cube.012
PointLight	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.Model.Meshes/ChaosSpirit_Cube.012.PointLight
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.chest
BoolValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.hideAllBodyParts
BoolValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.hideFace
Script	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.upperTorso.invisible
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle.Meshes/ChaosSpirit_Cube.001/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle.Meshes/ChaosSpirit_Cube.006/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle.Meshes/ChaosSpirit_Cube.014/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle.Meshes/ChaosSpirit_Cube.015/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Handle.WaistCenterAttachment
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Model.Meshes/ChaosSpirit_Cube.001
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Model.Meshes/ChaosSpirit_Cube.006
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Model.Meshes/ChaosSpirit_Cube.014
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.Model.Meshes/ChaosSpirit_Cube.015
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Shadow Spirit.waist.chest
Folder	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.rarity
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.LeftGripAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.enchantPart/Weld
Sound	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.hit
Sound	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.swing
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.trail1/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Handle.trail2/Weld
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Model.Meshes/beveled
Trail	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.Trail
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.enchantPart
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.enchantPart.enchantEffect1
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.enchantPart.enchantEffect2
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.enchantPart.enchantEffect3
BoolValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.offhand
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.trail1
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.trail1.Attachment
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.trail2
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanShield.trail2.Attachment
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.Meshes/beveled/Weld
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.RightGripAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.enchantPart/Weld
Sound	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.hit
Sound	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.swing
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.trail1/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Handle.trail2/Weld
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled
ManualWeld	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Model.Meshes/beveled.Meshes/beveled-to-Meshes/beveled Strong Joint
Trail	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Trail
BoolValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.Weapon
NumberValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.attackSpeed
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.currentSwingAnim
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.currentUpgrade
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.enchantPart
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.enchantPart.enchantEffect1
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.enchantPart.enchantEffect2
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.enchantPart.enchantEffect3
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.enchantment
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.imageId
NumberValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.levelReq
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.maxUpgrades
NumberValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.physicalDamage
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.rarity
Animation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.runAnim
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.sellPrice
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.spellPower
RemoteEvent	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.swing
Animation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.swing1
Animation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.swing2
IntValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.totalSwingAnims
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.trail1
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.trail1.Attachment
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.trail2
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.trail2.Attachment
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Spartan Sword and Shield.spartanSword.type
Folder	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust.enchantEffect1
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust.enchantEffect2
ParticleEmitter	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust.enchantEffect3
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust.imageId
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.White Dust.rarity
RemoteEvent	ReplicatedStorage.SendGlobalAnnouncement
Folder	ReplicatedStorage.TestTools
ModuleScript	ReplicatedStorage.TestTools.TestTeleportData
Folder	ReplicatedStorage.Utility
ModuleScript	ReplicatedStorage.Utility.AssetRequester
ModuleScript	ReplicatedStorage.Utility.AssetRequester.Client
RemoteFunction	ReplicatedStorage.Utility.AssetRequester.Remote
ModuleScript	ReplicatedStorage.Utility.AssetRequester.Server
ModuleScript	ReplicatedStorage.Utility.AudioService
RemoteEvent	ReplicatedStorage.Utility.AudioService.Signal
ModuleScript	ReplicatedStorage.Utility.Bezier
ModuleScript	ReplicatedStorage.Utility.BridgeNet2
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Client
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Client.ClientBridge
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Client.ClientConnection
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Client.ClientIdentifiers
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Client.ClientProcess
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Constants
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.PublicTypes
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.RemotePacketSizeCounter
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.HandleInvalidPlayer
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.PlayerContainers
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.PlayerContainers.All
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.PlayerContainers.Except
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.PlayerContainers.Players
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.PlayerContainers.Single
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.ServerBridge
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.ServerConnection
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.ServerIdentifiers
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Server.ServerProcess
Folder	ReplicatedStorage.Utility.BridgeNet2.Studio
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Studio.MockBridge
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Studio.MockConnection
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Studio.MockIdentifiers
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.TableKit
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Types
Folder	ReplicatedStorage.Utility.BridgeNet2.Utilities
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Utilities.NetworkUtils
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Utilities.Output
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Utilities.RecycledSpawn
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Utilities.isEditMode
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.Utilities.tostringData
ModuleScript	ReplicatedStorage.Utility.BridgeNet2.version
ModuleScript	ReplicatedStorage.Utility.CollectionSelect
ModuleScript	ReplicatedStorage.Utility.DataRequester
ModuleScript	ReplicatedStorage.Utility.Debounce
ModuleScript	ReplicatedStorage.Utility.MockCanvas
ModuleScript	ReplicatedStorage.Utility.PlaceManager
ModuleScript	ReplicatedStorage.Utility.PlayerValues
ModuleScript	ReplicatedStorage.Utility.Promise
ModuleScript	ReplicatedStorage.Utility.RaidRegistry
ModuleScript	ReplicatedStorage.Utility.RankTags
ModuleScript	ReplicatedStorage.Utility.Robug
ModuleScript	ReplicatedStorage.Utility.SharedFunctions
ModuleScript	ReplicatedStorage.Utility.TeleportCurtain
ModuleScript	ReplicatedStorage.Utility.Trove
ModuleScript	ReplicatedStorage.Utility.Trove.init.spec
ModuleScript	ReplicatedStorage.Utility.TweenService
ModuleScript	ReplicatedStorage.Utility.UiFunctions
Folder	ReplicatedStorage.aBossLobby
Folder	ReplicatedStorage.aBossLobby.players
BoolValue	ReplicatedStorage.aBossLobby.private
IntValue	ReplicatedStorage.aBossLobby.tier
IntValue	ReplicatedStorage.aBossLobby.tierReq
Folder	ReplicatedStorage.aBossLobby.whitelist
Folder	ReplicatedStorage.aGame
StringValue	ReplicatedStorage.aGame.mapName
StringValue	ReplicatedStorage.aGame.mapName.difficulty
BoolValue	ReplicatedStorage.aGame.mapName.hardcore
IntValue	ReplicatedStorage.aGame.mapName.minLevelReq
BoolValue	ReplicatedStorage.aGame.mapName.private
BoolValue	ReplicatedStorage.aGame.mapName.waveDefence
Folder	ReplicatedStorage.abilities
Tool	ReplicatedStorage.abilities.Agony Orbs
LocalScript	ReplicatedStorage.abilities.Agony Orbs.LocalScript
ParticleEmitter	ReplicatedStorage.abilities.Agony Orbs.ParticleEmitter
Script	ReplicatedStorage.abilities.Agony Orbs.Script
StringValue	ReplicatedStorage.abilities.Agony Orbs.abilitySlot
StringValue	ReplicatedStorage.abilities.Agony Orbs.abilityType
NumberValue	ReplicatedStorage.abilities.Agony Orbs.cooldown
NumberValue	ReplicatedStorage.abilities.Agony Orbs.cooldownLength
IntValue	ReplicatedStorage.abilities.Agony Orbs.damage
StringValue	ReplicatedStorage.abilities.Agony Orbs.imageId
IntValue	ReplicatedStorage.abilities.Agony Orbs.levelReq
BindableEvent	ReplicatedStorage.abilities.Agony Orbs.localEvent
StringValue	ReplicatedStorage.abilities.Agony Orbs.name
StringValue	ReplicatedStorage.abilities.Agony Orbs.rarity
IntValue	ReplicatedStorage.abilities.Agony Orbs.sellPrice
Animation	ReplicatedStorage.abilities.Agony Orbs.spellAnim
RemoteEvent	ReplicatedStorage.abilities.Agony Orbs.spellEvent
StringValue	ReplicatedStorage.abilities.Agony Orbs.type
Tool	ReplicatedStorage.abilities.Amethyst Beams
LocalScript	ReplicatedStorage.abilities.Amethyst Beams.LocalScript
ParticleEmitter	ReplicatedStorage.abilities.Amethyst Beams.ParticleEmitter
Script	ReplicatedStorage.abilities.Amethyst Beams.Script
StringValue	ReplicatedStorage.abilities.Amethyst Beams.abilitySlot
StringValue	ReplicatedStorage.abilities.Amethyst Beams.abilityType
NumberValue	ReplicatedStorage.abilities.Amethyst Beams.cooldown
NumberValue	ReplicatedStorage.abilities.Amethyst Beams.cooldownLength
IntValue	ReplicatedStorage.abilities.Amethyst Beams.damage
StringValue	ReplicatedStorage.abilities.Amethyst Beams.imageId
IntValue	ReplicatedStorage.abilities.Amethyst Beams.levelReq
BindableEvent	ReplicatedStorage.abilities.Amethyst Beams.localEvent
StringValue	ReplicatedStorage.abilities.Amethyst Beams.name
StringValue	ReplicatedStorage.abilities.Amethyst Beams.rarity
IntValue	ReplicatedStorage.abilities.Amethyst Beams.sellPrice
Animation	ReplicatedStorage.abilities.Amethyst Beams.spellAnim
RemoteEvent	ReplicatedStorage.abilities.Amethyst Beams.spellEvent
StringValue	ReplicatedStorage.abilities.Amethyst Beams.type
Tool	ReplicatedStorage.abilities.Amethyst Blast
LocalScript	ReplicatedStorage.abilities.Amethyst Blast.LocalScript
ParticleEmitter	ReplicatedStorage.abilities.Amethyst Blast.ParticleEmitter
Script	ReplicatedStorage.abilities.Amethyst Blast.Script
RemoteEvent	ReplicatedStorage.abilities.Amethyst Blast.abilityEvent
StringValue	ReplicatedStorage.abilities.Amethyst Blast.abilitySlot
StringValue	ReplicatedStorage.abilities.Amethyst Blast.abilityType
NumberValue	ReplicatedStorage.abilities.Amethyst Blast.cooldown
NumberValue	ReplicatedStorage.abilities.Amethyst Blast.cooldownLength
NumberValue	ReplicatedStorage.abilities.Amethyst Blast.damage
StringValue	ReplicatedStorage.abilities.Amethyst Blast.imageId
IntValue	ReplicatedStorage.abilities.Amethyst Blast.levelReq
BindableEvent	ReplicatedStorage.abilities.Amethyst Blast.localEvent
StringValue	ReplicatedStorage.abilities.Amethyst Blast.name
